ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
3.1.1.81	V69W/F64W/A206F	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		8.72	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCCCCCC1CCC(=O)O1	gamma-undecalactone	F0QXN6	8.86	s^(-1)
3.1.1.81	wildtype	Parageobacillus caldoxylosilyticus	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone	A0A023DFE8	8.95	s^(-1)
3.1.1.81	wildtype	Parageobacillus caldoxylosilyticus	CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O	N-(3-oxododecanoyl)-L-homoserine lactone		9.48	s^(-1)
3.1.1.81	V69L	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		12.5	s^(-1)
3.1.1.81	wildtype	Alicyclobacillus acidoterrestris	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		12.6	s^(-1)
3.1.1.81	wildtype	Alicyclobacillus acidoterrestris	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone		14.0	s^(-1)
3.1.1.81	A206L	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		14.6	s^(-1)
3.1.1.81	V69W/A206F	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		16.4	s^(-1)
3.1.1.81	wildtype	Parageobacillus caldoxylosilyticus	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone	A0A023DFE8	19.06	s^(-1)
3.1.1.81	V69F	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		19.9	s^(-1)
3.1.1.81	F64W/A206F	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		21.1	s^(-1)
3.1.1.81	R230C/E101G	Geobacillus kaustophilus	CCCCCC1CCC(=O)O1	gamma-Nonalactone		22.0	s^(-1)
3.1.1.81	wildtype	Alicyclobacillus acidoterrestris	C1CC(=O)OC1	gamma-butyrolactone		23.5	s^(-1)
3.1.1.81	V69W	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		25.9	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCC1CCC(=O)O1	gamma-heptalactone	F0QXN6	27.25	s^(-1)
3.1.1.81	V69I	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		27.3	s^(-1)
3.1.1.81	wildtype	Bacillus sp. (in: Bacteria)	CCCCCCCC(=O)NC1CCOC1=O	N-Octanoyl-L-homoserine lactone		27.5	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCCCCCC1CCCC(=O)O1	delta-dodecalactone	F0QXN6	28.08	s^(-1)
3.1.1.81	wildtype	Geobacillus kaustophilus	CCCCC1CCCC(=O)O1	delta-nonalactone		29.0	s^(-1)
3.1.1.81	F64L	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		29.0	s^(-1)
3.1.1.81	wildtype	Bacillus thuringiensis	CCCCCCC(=O)NC1CCOC1=O	N-heptanoyl-L-homoserine lactone	A3FJ64	34.0	s^(-1)
3.1.1.81	wildtype	Bacillus sp. (in: Bacteria)	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone		35.7	s^(-1)
3.1.1.81	A206W	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		38.5	s^(-1)
3.1.1.81	wildtype	Chryseobacterium sp. StRB126	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		39.0	s^(-1)
3.1.1.81	V69F	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		40.2	s^(-1)
3.1.1.81	A206F	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		42.0	s^(-1)
3.1.1.81	wildtype	Bacillus thuringiensis	CCCCC(=O)NC1CCOC1=O	N-pentanoyl-L-homoserine lactone	A3FJ64	45.0	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCCCC1CCC(=O)O1	gamma-Nonalactone	F0QXN6	44.49	s^(-1)
3.1.1.81	wildtype	Chryseobacterium sp. StRB126	CCCCCCCC(=O)NC1CCOC1=O	N-Octanoyl-L-homoserine lactone		45.0	s^(-1)
3.1.1.81	A206W	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		51.7	s^(-1)
3.1.1.81	wildtype	Bacillus thuringiensis	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone	A3FJ64	54.0	s^(-1)
3.1.1.81	wildtype	Chryseobacterium sp. StRB126	CCCCC(=O)NC1CCOC1=O	N-pentanoyl-L-homoserine lactone		57.0	s^(-1)
3.1.1.81	wildtype	Chryseobacterium sp. StRB126	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone		59.0	s^(-1)
3.1.1.81	F64L	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		59.1	s^(-1)
3.1.1.81	V69W/F64W/A206F	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		59.4	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCCCCC1CCCC(=O)O1	delta-undecalactone	F0QXN6	60.78	s^(-1)
3.1.1.81	F64W/A206F	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		61.5	s^(-1)
3.1.1.81	V69I	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		69.3	s^(-1)
3.1.1.81	wildtype	Enterobacter sp. CS66	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone		69.43	s^(-1)
3.1.1.81	V69A	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		75.0	s^(-1)
3.1.1.81	wildtype	Chryseobacterium sp. StRB126	CCCCCCC(=O)NC1CCOC1=O	N-heptanoyl-L-homoserine lactone		80.0	s^(-1)
3.1.1.81	wildtype	Enterobacter sp. CS66	CCCCCCCC(=O)NC1CCOC1=O	N-Octanoyl-L-homoserine lactone		80.07	s^(-1)
3.1.1.81	wildtype	Vulcanisaeta moutnovskia	CCCCC1CCCC(=O)O1	delta-nonalactone	F0QXN6	88.91	s^(-1)
3.1.1.81	wildtype	Bacillus thuringiensis serovar kurstaki	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		89.0	s^(-1)
3.1.1.81	V69A	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		93.2	s^(-1)
3.1.1.81	wildtype	Enterobacter sp. CS66	CCCCCCCCCC(=O)NC1CCOC1=O	N-decanoyl-L-homoserine lactone		98.31	s^(-1)
3.1.1.81	wildtype	Enterobacter sp. CS66	CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O	N-(3-oxododecanoyl)-L-homoserine lactone		101.5	s^(-1)
3.1.1.81	A206F	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		104.0	s^(-1)
3.1.1.81	wildtype	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		121.0	s^(-1)
3.1.1.81	wildtype	Muricauda olearia	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone	A0A0A1EIU0	135.0	s^(-1)
3.1.1.81	V69L	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		138.0	s^(-1)
3.1.1.81	wildtype	Muricauda olearia	CCCCCCCC(=O)NC1CCOC1=O	N-Octanoyl-L-homoserine lactone	A0A0A1EIU0	158.0	s^(-1)
3.1.1.81	F64W	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		159.0	s^(-1)
3.1.1.81	V69W	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		174.0	s^(-1)
3.1.1.81	V69W/A206F	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		192.0	s^(-1)
3.1.1.81	wildtype	Muricauda olearia	CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O	N-(3-oxododecanoyl)-L-homoserine lactone		224.0	s^(-1)
3.1.1.81	wildtype	Muricauda olearia	CCCCCC(=O)NC1CCOC1=O	N-Hexanoyl-L-homoserine lactone	A0A0A1EIU0	226.0	s^(-1)
3.1.1.81	V69W/F64W	Bacillus thuringiensis serovar kurstaki	CCCC(=O)NC1CCOC1=O	N-Butyryl-L-homoserine lactone		236.0	s^(-1)
4.4.1.13	wildtype	Saccharomyces cerevisiae	C(C(C(=O)O)N)SCSCC(C(=O)O)N	L-Djenkolic acid		1.27	s^(-1)
4.4.1.13	wildtype	Salmonella enterica	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		1.5	s^(-1)
4.4.1.13	S33A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		4.24	s^(-1)
4.4.1.13	S32A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		6.78	s^(-1)
4.4.1.13	R372K	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		8.1	s^(-1)
4.4.1.13	R58A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		9.7	s^(-1)
4.4.1.13	W188F/W131F/W230F/W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		25.4	s^(-1)
4.4.1.13	W300F/W188F/W131F/W276F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		31.7	s^(-1)
4.4.1.13	wildtype	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		45.3	s^(-1)
4.4.1.13	W300F/W188F/W340F/W131F/W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		35.1	s^(-1)
4.4.1.13	R59K	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		36.7	s^(-1)
4.4.1.13	D116N	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		37.9	s^(-1)
4.4.1.13	W300F/W188F/W340F/W131F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		38.0	s^(-1)
4.4.1.13	W188F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		38.1	s^(-1)
4.4.1.13	W188F/W340F/W131F/W276F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		40.0	s^(-1)
4.4.1.13	K42A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		40.7	s^(-1)
4.4.1.13	D116A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		41.9	s^(-1)
4.4.1.13	W300F/W188F/W340F/W276F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		42.0	s^(-1)
4.4.1.13	W300F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		42.5	s^(-1)
4.4.1.13	W131F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		45.3	s^(-1)
4.4.1.13	R59A	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		45.8	s^(-1)
4.4.1.13	W300F/W188F/W340F/W131F/W276F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		46.0	s^(-1)
4.4.1.13	W300F/W340F/W131F/W276F/W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		54.0	s^(-1)
4.4.1.13	W131F/W230F/W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		54.5	s^(-1)
4.4.1.13	W230F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		55.9	s^(-1)
4.4.1.13	W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		60.4	s^(-1)
4.4.1.13	W340F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		79.0	s^(-1)
4.4.1.13	W340F/W131F/W230F/W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		65.0	s^(-1)
4.4.1.13	W300F/W131F/W230F/W276F	Escherichia coli	C(CSCC(C(=O)O)N)C(C(=O)O)N	L-Cystathionine		74.0	s^(-1)
3.2.2.2	wildtype	Saccharolobus solfataricus	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	Inosine		23.3	s^(-1)
3.2.2.2	wildtype	Saccharolobus solfataricus	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	Guanosine		29.1	s^(-1)
3.2.2.2	wildtype	Bacillus thuringiensis	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	Inosine	A7UHH1	48.9	s^(-1)
1.14.14.9	wildtype	Acinetobacter baumannii	C1=CC(=CC=C1CC(=O)O)O	4-Hydroxyphenylacetate	Q6Q272	389.0	s^(-1)
1.1.1.146	wildtype	Cavia porcellus	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	Cortisol	Q6QLL4	0.04	s^(-1)
1.1.1.146	wildtype	Homo sapiens	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	Cortisol	P28845	0.19	s^(-1)
1.1.1.146	wildtype	Cavia porcellus	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	Cortisone	Q6QLL4	0.3	s^(-1)
1.1.1.146	wildtype	Homo sapiens	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	Cortisone	P28845	0.4	s^(-1)
2.3.1.214	wildtype	Salvia splendens	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O	Malonyl-CoA	Q6TXD2	0.76	s^(-1)
1.4.4.2	wildtype	Homo sapiens	C(C(=O)O)N	Glycine		0.047	s^(-1)
1.4.4.2	wildtype	Trichomonas vaginalis	C1CSSC1CCCCC(=O)N	Lipoamide		6.08	s^(-1)
4.1.99.11	wildtype	Thauera aromatica	CC1=CC=CC=C1	Toluene		0.35	s^(-1)
2.3.1.228	wildtype	Bradyrhizobium diazoefficiens	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	3-Methylbutanoyl-CoA		0.021	s^(-1)
4.1.2.48	wildtype	Streptomyces coelicolor	C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O	L-threo-3,4-dihydroxyphenylserine		0.00022	s^(-1)
4.1.2.48	H177Y	Streptomyces coelicolor	C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O	L-threo-3,4-dihydroxyphenylserine		0.00023	s^(-1)
4.1.2.48	H83F/H126F	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		0.028	s^(-1)
4.1.2.48	H177Y	Streptomyces coelicolor	CC(C(C(=O)O)N)O	L-Threonine		0.0178	s^(-1)
4.1.2.48	wildtype	Streptomyces coelicolor	CC(C(C(=O)O)N)O	L-Threonine		0.0195	s^(-1)
4.1.2.48	H83F	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		0.06	s^(-1)
4.1.2.48	E96S/D95N	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	0.2	s^(-1)
4.1.2.48	H83N	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		1.28	s^(-1)
4.1.2.48	F87D	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		1.95	s^(-1)
4.1.2.48	E96G/D95G	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	8.6	s^(-1)
4.1.2.48	K222A/F87A	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		0.72	s^(-1)
4.1.2.48	wildtype	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		3.55	s^(-1)
4.1.2.48	K222A	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		1.33	s^(-1)
4.1.2.48	F87A	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		2.7	s^(-1)
4.1.2.48	D95Y/E96T	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	3.0	s^(-1)
4.1.2.48	D95C	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	3.0	s^(-1)
4.1.2.48	wildtype	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	3.3	s^(-1)
4.1.2.48	D95Y	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	20.0	s^(-1)
4.1.2.48	D95M	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	3.6	s^(-1)
4.1.2.48	D95L	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	22.0	s^(-1)
4.1.2.48	H126N	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		9.02	s^(-1)
4.1.2.48	H126F	Escherichia coli	CC(C(C(=O)O)N)O	L-Threonine		6.0	s^(-1)
4.1.2.48	D95W	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	9.6	s^(-1)
4.1.2.48	D95W/D95C	Caulobacter vibrioides	CC(C(C(=O)O)N)O	L-Threonine	Q9A3V8	19.0	s^(-1)
4.1.2.48	wildtype	Saccharomyces cerevisiae	CC(C(C(=O)O)N)O	L-Threonine	P37303	43.0	s^(-1)
2.1.1.337	wildtype	Papaver somniferum	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	S-Adenosyl-L-methionine	A0A1C9U5X5	0.047	s^(-1)
2.1.1.337	wildtype	Papaver somniferum	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC	(S)-reticuline	A0A1C9U5X5	0.053	s^(-1)
3.1.1.42	wildtype	Bacillus amyloliquefaciens	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	chlorogenic acid		275.0	s^(-1)
3.1.1.42	wildtype	Ustilago maydis	COC1=C(C=CC(=C1)C=CC(=O)OC)O	Methyl ferulate	A0A060S684	7.1	s^(-1)
3.1.1.42	wildtype	Ustilago maydis	COC(=O)C=CC1=CC=C(C=C1)O	Methyl p-coumarate	A0A060S684	7.3	s^(-1)
3.1.1.42	wildtype	Ustilago maydis	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	chlorogenic acid		19.0	s^(-1)
3.1.1.42	wildtype	Aspergillus niger	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	chlorogenic acid		22.0	s^(-1)
3.1.1.42	wildtype	Rhizoctonia solani	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	chlorogenic acid		29.3	s^(-1)
3.1.1.42	wildtype	Rhizoctonia solani	COC(=O)C=CC1=CC=C(C=C1)O	Methyl p-coumarate	A0A1D0BQV8	33.1	s^(-1)
3.1.1.56	M162H	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		0.0032	s^(-1)
3.1.1.56	wildtype	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.00483	s^(-1)
3.1.1.56	L58F/W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.0055	s^(-1)
3.1.1.56	wildtype	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.0067	s^(-1)
3.1.1.56	M162H/C60S/W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.0283	s^(-1)
3.1.1.56	M162H/C60S/W197I	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		0.04	s^(-1)
3.1.1.56	C60S	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		0.078	s^(-1)
3.1.1.56	W197H	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.1	s^(-1)
3.1.1.56	M162H	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.1	s^(-1)
3.1.1.56	W197I	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.187	s^(-1)
3.1.1.56	wildtype	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		0.198	s^(-1)
3.1.1.56	M162H	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.217	s^(-1)
3.1.1.56	W197I/C60Q	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.24	s^(-1)
3.1.1.56	W197I/C60Q	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.317	s^(-1)
3.1.1.56	C60R/W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.317	s^(-1)
3.1.1.56	C60H/W197I	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.333	s^(-1)
3.1.1.56	W197I	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.417	s^(-1)
3.1.1.56	C60R/W197I	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		0.43	s^(-1)
3.1.1.56	W197I/C60Q	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.525	s^(-1)
3.1.1.56	C60H/W197I	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.53	s^(-1)
3.1.1.56	W197I/C60K	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.637	s^(-1)
3.1.1.56	C60R/W197I	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.733	s^(-1)
3.1.1.56	C60S/W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.763	s^(-1)
3.1.1.56	W197I/C60K	Saccharomyces cerevisiae	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Paraoxon		0.767	s^(-1)
3.1.1.56	C60R/W197I	Saccharomyces cerevisiae	COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	dimethyl 4-nitrophenyl phosphate		0.8	s^(-1)
3.1.1.56	W197I/C60K	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.972	s^(-1)
3.1.1.56	W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		1.05	s^(-1)
3.1.1.56	W197I/C60K	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		1.23	s^(-1)
3.1.1.56	C60H/W197I	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		1.5	s^(-1)
3.1.1.56	C60S	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		1.583	s^(-1)
3.1.1.56	W197I/C60Q	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		1.65	s^(-1)
3.1.1.56	wildtype	Saccharomyces cerevisiae	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		1.783	s^(-1)
3.1.1.56	W197I	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		1.917	s^(-1)
3.1.1.56	C60S/W197I	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		1.97	s^(-1)
3.1.1.56	C60H/W197I	Saccharomyces cerevisiae	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl butyrate		3.63	s^(-1)
3.1.1.56	C60S/W197I	Saccharomyces cerevisiae	CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	(R)-S-Lactoylglutathione		50.0	s^(-1)
3.1.1.56	W197I	Saccharomyces cerevisiae	CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	(R)-S-Lactoylglutathione		116.7	s^(-1)
4.2.3.106	wildtype	Arabidopsis thaliana	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	Geranyl diphosphate	A4FVP2	0.034	s^(-1)
